Q,A,label,Original_A
연락이 될지 모르겠네,그래도 해보는 게 좋을 거 같아요.,0,그래도 해보는 게 좋을 거 같아요.
연락하는 게 어색해,하다보면 익숙해질거예요.,0,하다보면 익숙해질거예요.
연락하는 게 익숙하지가 않아,하다보면 익숙해질거예요.,0,하다보면 익숙해질거예요.
연봉대비 근무시간이 너무 긴 거 같애,야근 수당을 챙겨보세요.,0,야근 수당을 챙겨보세요.
연상이 좋아,그 분이 나타나면 꼭 잡으세요!,0,그 분이 나타나면 꼭 잡으세요!
연애 갱년긴가,저는 위기 조차 없네요.,0,저는 위기 조차 없네요.
연애 상담 가능?,부족하지만 열심히 해드릴게요.,0,부족하지만 열심히 해드릴게요.
연애 상담 해줄래?,부족하지만 열심히 해드릴게요.,0,부족하지만 열심히 해드릴게요.
연애 위기인 거 같아,저는 위기 조차 없네요.,0,저는 위기 조차 없네요.
연애 하고 싶어,잘할 수 있을 거니 걱정마세요.,0,잘할 수 있을 거니 걱정마세요.
연애는 도대체 어떻게 하는거야,마음이 시키는데로 하면 되요.,0,마음이 시키는데로 하면 되요.
연애는 어떻게 하는 거야,마음이 시키는데로 하면 되요.,0,마음이 시키는데로 하면 되요.
연애하고 나만 살 쪘나봐,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.,0,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.
연애했더니 살찐 듯,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.,0,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.
연예인 걱정이 제일 쓸데 없어,동감입니다.,0,동감입니다.
연예인 되고 싶어,제가 1호팬 하겠습니다.,0,제가 1호팬 하겠습니다.
연예인 되는 방법,제가 1호팬 하겠습니다.,0,제가 1호팬 하겠습니다.
연예인 되면 피곤하겠지?,아무래도 사생활이 적으니까요.,0,아무래도 사생활이 적으니까요.
연예인도 힘든게 있겠지?,아무래도 사생활이 적으니까요.,0,아무래도 사생활이 적으니까요.
연예인도 힘들겠다.,연예인 걱정이 제일 쓸데없어요.,0,연예인 걱정이 제일 쓸데없어요.
연예인도 힘들겠지?,연예인 걱정이 제일 쓸데없어요.,0,연예인 걱정이 제일 쓸데없어요.
연일 최고 몸무게 갱신하네.,이제 내려올 때가 됐어요.,0,이제 내려올 때가 됐어요.
열나고 아파,감기 조심하세요!,0,감기 조심하세요!
열쇠 두고 왔다,깜빡 하셨나봐요.,0,깜빡 하셨나봐요.
열쇠 안가지고 왔다,깜빡 하셨나봐요.,0,깜빡 하셨나봐요.
열심히 공부해야지,생각한대로 잘할 수 있을 거예요.,0,생각한대로 잘할 수 있을 거예요.
열심히 한 거 같은데,중요한 건 노력하는 과정이에요.,0,중요한 건 노력하는 과정이에요.
열심히 한 거 같은데 결과가 왜 이러지,다음에는 잘 될 거예요.,0,다음에는 잘 될 거예요.
열심히 한 거 같은데 망,다음에는 잘 될 거예요.,0,다음에는 잘 될 거예요.
염색이나 해야지,염색을 자주 하면 모발이 상해요.,0,염색을 자주 하면 모발이 상해요.
염색하는게 좋을까?,예쁠 것 같아요.,0,예쁠 것 같아요.
염색해볼까?,예쁠 것 같아요.,0,예쁠 것 같아요.
엿같다.,벗어나는 게 좋겠네요.,0,벗어나는 게 좋겠네요.
엿같은 상황,벗어나는 게 좋겠네요.,0,벗어나는 게 좋겠네요.
영양제 뭐가 좋아,몸에 어떤 성분이 부족한지 알아보세요.,0,몸에 어떤 성분이 부족한지 알아보세요.
영양제 좀 먹을까,몸에 어떤 성분이 부족한지 알아보세요.,0,몸에 어떤 성분이 부족한지 알아보세요.
영양제 챙겨 먹을 나이가 됐어,건강은 어려서부터 챙겨야해요.,0,건강은 어려서부터 챙겨야해요.
영어 잘 했으면,매일 조금씩 해보세요.,0,매일 조금씩 해보세요.
영어 잘 했으면 좋겠다,매일 조금씩 해보세요.,0,매일 조금씩 해보세요.
영어학원 다녀볼까,공부 좋죠.,0,공부 좋죠.
영어학원 좀 다닐까,공부 좋죠.,0,공부 좋죠.
영화 보러 왔어,저도 영화 보여주세요.,0,저도 영화 보여주세요.
영화 추천,최신 영화가 좋을 것 같아요.,0,최신 영화가 좋을 것 같아요.
영화가 재미 없어,안됐네요.,0,안됐네요.
영화관 알바 하고 싶다,영화를 많이 볼 수 있어서 좋을 것 같아요.,0,영화를 많이 볼 수 있어서 좋을 것 같아요.
영화관 알바하면 좋겠다.,영화를 많이 볼 수 있어서 좋을 것 같아요.,0,영화를 많이 볼 수 있어서 좋을 것 같아요.
영화관 혼자 왔어,온전히 느낄 수 있는 시간이겠네요.,0,온전히 느낄 수 있는 시간이겠네요.
영화보고 왔다,저도 영화 보여주세요.,0,저도 영화 보여주세요.
영화봤는데 재미 없어,안됐네요.,0,안됐네요.
옆에 있는 사람이 중요해,옆 사람에게 잘해주세요.,0,옆 사람에게 잘해주세요.
옆에 있는 사람한테 너무 소홀했던거 같아,옆 사람에게 잘해주세요.,0,옆 사람에게 잘해주세요.
예능 볼 게 없다,잘 찾아보세요.,0,잘 찾아보세요.
예능도 이제 재미없어,잘 찾아보세요.,0,잘 찾아보세요.
예비 시어머니가 이상해,아직이라면 더 살펴보세요.,0,아직이라면 더 살펴보세요.
예쁘다고 말해줘,맞아요. 예뻐요.,0,맞아요. 예뻐요.
예쁜 카페 찾아가 볼까?,카페 데이트 좋죠.,0,카페 데이트 좋죠.
예의 차리래 지는?,오는 말이 고와야 가는 말도 곱다고 말해주세요.,0,오는 말이 고와야 가는 말도 곱다고 말해주세요.
예전 게임인데 재밌다,저도 하고 싶네요.,0,저도 하고 싶네요.
예전에는 비슷했는데,중요한 건 지금이죠.,0,중요한 건 지금이죠.
옛여자친구가 준 편지 못 버리겠어,마음에 버리세요.,0,마음에 버리세요.
오 좀 멋있는데,제가 생각해도 저는 너무 멋있는거 같아요.,0,제가 생각해도 저는 너무 멋있는거 같아요.
오늘 괜히 기분 꿀꿀해,내일은 오늘보다 나을 거예요.,0,내일은 오늘보다 나을 거예요.
오늘 그냥 쉬고 싶다,아무 생각 하지 말고 쉬세요.,0,아무 생각 하지 말고 쉬세요.
오늘 기분 좋아,저도 좋아요.,0,저도 좋아요.
오늘 기분은 설명이 안돼,좋았으면 좋겠네요.,0,좋았으면 좋겠네요.
오늘 기분을 뭐라고 해야하나,좋았으면 좋겠네요.,0,좋았으면 좋겠네요.
오늘 길 너무 막히더라,길은 항상 막히는 것 같아요.,0,길은 항상 막히는 것 같아요.
오늘 길 많이 막히더라,길은 항상 막히는 것 같아요.,0,길은 항상 막히는 것 같아요.
오늘 까먹고 아무 것도 안 가져 왔다,개념만 가져오면 돼요.,0,개념만 가져오면 돼요.
오늘 나 좀 잘생겨 보인다.,자신에게 콩깍지가 씌였나봐요.,0,자신에게 콩깍지가 씌였나봐요.
오늘 날씨 좋아서 놀러가고 싶어,친구들과 같이 놀러가세요.,0,친구들과 같이 놀러가세요.
오늘 날씨 죽인다,나들이 가보세요.,0,나들이 가보세요.
오늘 날이 좋아,하늘을 보고 웃어보세요.,0,하늘을 보고 웃어보세요.
오늘 너무 졸려,오늘 일찍 주무세요.,0,오늘 일찍 주무세요.
오늘 너무 피곤해,푹 쉬세요.,0,푹 쉬세요.
오늘 너무 힘들다,고생 많았어요.,0,고생 많았어요.
오늘 또 늦잠잤어,피곤했나봐요.,0,피곤했나봐요.
오늘 또 하루 살았네,오늘은 약간의 변화를 줘보세요.,0,오늘은 약간의 변화를 줘보세요.
오늘 라면 먹고 싶어,맛나게 드세요.,0,맛나게 드세요.
오늘 라면 먹어야지,맛나게 드세요.,0,맛나게 드세요.
오늘 머리 안 감았는데,항상 청결하게 관리하세요.,0,항상 청결하게 관리하세요.
오늘 못 만났어,내일 보면 될 거예요.,0,내일 보면 될 거예요.
오늘 무슨 날인가,설마 기억 못하시는 거예요?,0,설마 기억 못하시는 거예요?
오늘 물 진짜 조금 마셨다,습관을 들여보세요.,0,습관을 들여보세요.
오늘 뭐 입지?,옷이요.,0,옷이요.
오늘 뭐 재미있는거 하는 날인가,오늘은 예능이요.,0,오늘은 예능이요.
오늘 미세먼지 어때?,숨 쉴만 했으면 좋겠네요.,0,숨 쉴만 했으면 좋겠네요.
오늘 보름달이다.,소원을 비세요.,0,소원을 비세요.
오늘 보름달이야,제 얼굴 보셨나봐요.,0,제 얼굴 보셨나봐요.
오늘 상 받았다,축하드려요.,0,축하드려요.
오늘 생각보다 춥네,감기 조심하세요.,0,감기 조심하세요.
오늘 아무 것도 안 가져 왔다,개념만 가져오면 돼요.,0,개념만 가져오면 돼요.
오늘 야근인가,오늘도 고생이 많으시네요.,0,오늘도 고생이 많으시네요.
오늘 왤케 추워,오늘 강추위래요.,0,오늘 강추위래요.
오늘 운이 꽝이다,다른 곳에 쓰려고 운을 아껴뒀나봐요.,0,다른 곳에 쓰려고 운을 아껴뒀나봐요.
오늘 운이 안 좋았어,다른 곳에 쓰려고 운을 아껴뒀나봐요.,0,다른 곳에 쓰려고 운을 아껴뒀나봐요.
오늘 유난히 지하철에 자리가 없어,그런 날이 있죠.,0,그런 날이 있죠.
오늘 일도 안 했는데 엄청 피곤해,정신 노동을 했나 봐요.,0,정신 노동을 했나 봐요.
오늘 저녁 뭐 먹을까,맛있는 거 드세요.,0,맛있는 거 드세요.
오늘 저녁은,맛있는 거 드세요.,0,맛있는 거 드세요.
오늘 점심 뭐 먹을까,맛있는 거 드세요.,0,맛있는 거 드세요.
오늘 점심은,맛있는 거 드세요.,0,맛있는 거 드세요.
오늘 좀 건조한 거 같애,"미스트나 가습기, 젖은 수건 등을 사용해보세요.",0,"미스트나 가습기, 젖은 수건 등을 사용해보세요."
오늘 좀 바쁘네,바빠도 힘내세요!,0,바빠도 힘내세요!
오늘 지각인듯 뭐라 그러지,핑계보다 솔직하게 말해보세요.,0,핑계보다 솔직하게 말해보세요.
오늘 처리할 일 너무 많아,하나씩 하나씩 해보세요.,0,하나씩 하나씩 해보세요.
오늘 처리할 일이 쌓인다,하나씩 하나씩 해보세요.,0,하나씩 하나씩 해보세요.
오늘 첫 출근이야,많이 긴장되겠어요.,0,많이 긴장되겠어요.
오늘 초미세먼지도 심하대,마스크 쓰세요.,0,마스크 쓰세요.
오늘 치마랑 바지 뭐 입지?,오늘은 바지가 좋을거 같아요.,0,오늘은 바지가 좋을거 같아요.
오늘 침대밖으로 안 나가야지,침대와 한몸이 되어 푹 쉬세요.,0,침대와 한몸이 되어 푹 쉬세요.
오늘 팩 하고 자야지,피부관리까지 하시다니!,0,피부관리까지 하시다니!
오늘 하루도 이렇게 마무리,내일의 시작이죠.,0,내일의 시작이죠.
오늘 햇볕 좋다,광합성 추천합니다.,0,광합성 추천합니다.
오늘 화장 떴어,각질제거를 해보세요.,0,각질제거를 해보세요.
오늘 화장이 안 먹어,각질제거를 해보세요.,0,각질제거를 해보세요.
오늘 회식 안하나,맛있는거 드세요.,0,맛있는거 드세요.
오늘나 어제이나 똑같아,조금씩 변화를 줘보세요.,0,조금씩 변화를 줘보세요.
오늘도 공기가 뿌얘,마스크 착용 하시고 외출하세요.,0,마스크 착용 하시고 외출하세요.
오늘도 그냥 그냥,소소한 행복을 느껴보세요.,0,소소한 행복을 느껴보세요.
오늘도 그냥 그냥 다갔네.,소소한 행복을 느껴보세요.,0,소소한 행복을 느껴보세요.
오늘도 꾸준히 회사 가시 싫다.,월급날을 생각하며 참아보세요.,0,월급날을 생각하며 참아보세요.
오늘도 끝,내일의 시작이죠.,0,내일의 시작이죠.
오늘도 날씨가 뿌얘,마스크 착용 하시고 외출하세요.,0,마스크 착용 하시고 외출하세요.
오늘도 또 이렇게 가는구나,작은것에 감사하는 마음을 가져보세요.,0,작은것에 감사하는 마음을 가져보세요.
오늘도 어제랑 똑같아,조금씩 변화를 줘보세요.,0,조금씩 변화를 줘보세요.
오늘도 퇴근길 엄청 막히네,라디오를 들으며 여유를 가져보세요.,0,라디오를 들으며 여유를 가져보세요.
오늘도 평온해,내일도 평온하길 바라요.,0,내일도 평온하길 바라요.
오늘도 힘차게 시작,응원합니다!,0,응원합니다!
오늘따라 너무 힘들게 한다.,인간 관계가 제일 힘든 거 같아요.,0,인간 관계가 제일 힘든 거 같아요.
오늘따라 엄마 보고 싶어,저도요.,0,저도요.
오늘은 결재 받아야지,그럴 수 있을 거예요.,0,그럴 수 있을 거예요.
오늘은 결재가 나야 할텐데,그럴 수 있을 거예요.,0,그럴 수 있을 거예요.
오늘은 교회 안가면 안될까,왜 그럴까요?,0,왜 그럴까요?
오늘은 내가 기분이가 좋아,저도 좋아요.,0,저도 좋아요.
오늘은 또 뭐 입냐,아침마다 하는 고민이죠.,0,아침마다 하는 고민이죠.
오늘은 또 뭘 먹나,뭘 먹든 맛있게 드세요!,0,뭘 먹든 맛있게 드세요!
오늘은 또 어떻게 버티지?,내일은 나을 거예요.,0,내일은 나을 거예요.
오늘은 뭐 먹을까?,맛있는 거 드세요.,0,맛있는 거 드세요.
오늘은 별도 안 보이네,한적한 시골에서 하늘을 올려봐보세요.,0,한적한 시골에서 하늘을 올려봐보세요.
오늘은 샐러드만 먹어야지,건강한 식단이네요.,0,건강한 식단이네요.
오늘은 쉬고 싶다,아무 생각 하지 말고 쉬세요.,0,아무 생각 하지 말고 쉬세요.
오늘은 진짜 대청소 한다.,건강에도 좋겠네요.,0,건강에도 좋겠네요.
오늘은 집에 있고 싶어,집에서 쉬는 시간도 필요해요.,0,집에서 쉬는 시간도 필요해요.
오늘은 치맥이야,달리세요!,0,달리세요!
오늘은 파도가 잔잔하네,생각들을 정리하게 좋겠네요.,0,생각들을 정리하게 좋겠네요.
오늘은 학교 가고 싶지 않아,학교 다닐 때가 좋은 거예요.,0,학교 다닐 때가 좋은 거예요.
오늘이 천일이네,축하합니다.,0,축하합니다.
오디션 나가볼까,도전 응원합니다.,0,도전 응원합니다.
오디션 도전해볼까,도전 응원합니다.,0,도전 응원합니다.
